pipeline_version,repeat,rho,outlier_rate,method,ridge_lambda,huber_delta,cond_reg,coef_fro_norm,frac_downweighted,mean_iter,support_average_precision,precision_at_k,recall_at_k,f1_at_k,truth_cosine,truth_spearman,sign_agreement_relevant,clean_target_reconstruction_mse,clean_target_reconstruction_rmse,clean_target_reconstruction_r2,clean_target_reconstruction_cosine,outlier_weight_ap,mean_weight_outlier_rows,mean_weight_nonoutlier_rows,orientation,solver,cond_raw,lambda_min_raw,lambda_min_reg,lambda_max_raw,lambda_max_reg,system_min_singular_value,solver_svd_tolerance,converged,mean_huber_weight,residual_mode,effective_delta_on_l2_norm,log10_cond_reg,log10_coef_norm
r5_final_inverse_map_complete_2026-08-31,0,0.7,0.0,AIME,0.0,1.0,11.885327511779158,4.852788781889531,0.0,1,0.9999999999999999,1.0,1.0,1.0,0.999616890910059,0.5205930288720461,0.9666666666666667,0.002530114361726482,0.05030024216369621,0.6225889046345223,0.9629335297815018,,,,X ~= Y A^T,SVD normal-system solve,11.885327511779158,27.465080317811267,27.465080317811267,326.4314747145065,326.4314747145065,27.46508031781129,3.2643147471450635e-10,True,1.0,rms,10.0,1.0750111536366598,0.6859913890164759
r5_final_inverse_map_complete_2026-08-31,0,0.7,0.0,HuberAIME,0.0,1.0,11.885327511779158,4.852788781889531,0.0,2,0.9999999999999999,1.0,1.0,1.0,0.999616890910059,0.5205930288720461,0.9666666666666667,0.002530114361726482,0.05030024216369621,0.6225889046345223,0.9629335297815018,,,,X ~= Y A^T,SVD normal-system solve,11.885327511779158,27.465080317811267,27.465080317811267,326.4314747145065,326.4314747145065,27.46508031781129,3.2643147471450635e-10,True,1.0,rms,10.0,1.0750111536366598,0.6859913890164759
r5_final_inverse_map_complete_2026-08-31,0,0.7,0.0,RidgeAIME,0.01,1.0,11.88136562071792,4.85161029145027,0.0,1,0.9999999999999999,1.0,1.0,1.0,0.999617014313073,0.5205930288720461,0.9666666666666667,0.0025300735246918406,0.05029983622927455,0.6225949961971049,0.9629340999359038,,,,X ~= Y A^T,SVD normal-system solve,11.885327511779158,27.465080317811267,27.47508031781128,326.4314747145065,326.4414747145065,27.475080317811287,3.264414747145064e-10,True,1.0,rms,10.0,1.0748663604647917,0.6858859086269341
r5_final_inverse_map_complete_2026-08-31,0,0.7,0.0,HuberRidgeAIME,0.01,1.0,11.88136562071792,4.85161029145027,0.0,2,0.9999999999999999,1.0,1.0,1.0,0.999617014313073,0.5205930288720461,0.9666666666666667,0.0025300735246918406,0.05029983622927455,0.6225949961971049,0.9629340999359038,,,,X ~= Y A^T,SVD normal-system solve,11.885327511779158,27.465080317811267,27.47508031781128,326.4314747145065,326.4414747145065,27.475080317811287,3.264414747145064e-10,True,1.0,rms,10.0,1.0748663604647917,0.6858859086269341
r5_final_inverse_map_complete_2026-08-31,0,0.7,0.05,ZeroOperator,0.01,1.0,,0.0,0.0,0,0.1,0.0,0.0,0.0,,,0.0,0.027575972038452766,0.16606014584617457,-2.6279951415591305,,0.04698672114402452,1.0,1.0,,,,,,,,,,,,,,,-300.0
r5_final_inverse_map_complete_2026-08-31,0,0.7,0.05,AIME,0.0,1.0,11.769034576141657,5.4295218535335525,0.0,1,0.9999999999999999,1.0,1.0,1.0,0.885152007450501,0.5200167053595119,0.9333333333333333,0.006032655245610116,0.07767016959946796,0.20632194247747326,0.8905340056522733,0.04698672114402452,1.0,1.0,X ~= Y A^T,SVD normal-system solve,11.769034576141657,27.72946941674749,27.72946941674749,326.3490843437638,326.3490843437638,27.729469416747488,3.2634908434376394e-10,True,1.0,rms,10.0,1.0707408387609554,0.7347615854792343
r5_final_inverse_map_complete_2026-08-31,0,0.7,0.05,HuberAIME,0.0,1.0,11.779491289025668,4.843741724791978,0.04698672114402452,5,0.9999999999999999,1.0,1.0,1.0,0.9944110438990833,0.5205699759315447,1.0,0.0026295432375881655,0.0512790721209751,0.6540477312209807,0.9511276005609304,0.9999999999999999,0.1992990955051844,1.0,X ~= Y A^T,SVD normal-system solve,11.779491289025668,26.663558888745232,26.663558888745232,314.0831596643974,314.0831596643974,26.663558888745243,3.140831596643974e-10,True,0.9623776898807339,rms,10.0,1.0711265353458592,0.6851809778880112
r5_final_inverse_map_complete_2026-08-31,0,0.7,0.05,RidgeAIME,0.01,1.0,11.765152369739532,5.427966104665389,0.0,1,0.9999999999999999,1.0,1.0,1.0,0.8851646354243635,0.5200167053595119,0.9333333333333333,0.00603126694802561,0.07766123195021832,0.20650459195523618,0.890547504962618,0.04698672114402452,1.0,1.0,X ~= Y A^T,SVD normal-system solve,11.769034576141657,27.72946941674749,27.739469416747475,326.3490843437638,326.3590843437638,27.739469416747493,3.263590843437639e-10,True,1.0,rms,10.0,1.0705975560686556,0.7346371270122489
r5_final_inverse_map_complete_2026-08-31,0,0.7,0.05,HuberRidgeAIME,0.01,1.0,11.775449981758143,4.842378392124559,0.04698672114402452,5,0.9999999999999999,1.0,1.0,1.0,0.9944116123683816,0.5205699759315447,1.0,0.002629528437408802,0.05127892781063974,0.6540496783863881,0.9511278693978164,0.9999999999999999,0.1992990885237149,1.0,X ~= Y A^T,SVD normal-system solve,11.779491246463786,26.66355897617466,26.67355897617463,314.0831595594203,314.0931595594203,26.673558976174654,3.140931595594203e-10,True,0.9623776895526974,rms,10.0,1.0709775120523595,0.6850587229807373
r5_final_inverse_map_complete_2026-08-31,0,0.7,0.1,ZeroOperator,0.01,1.0,,0.0,0.0,0,0.1,0.0,0.0,0.0,,,0.0,0.02433863907065793,0.15600845833049543,-2.0976777802554416,,0.09703779366700716,1.0,1.0,,,,,,,,,,,,,,,-300.0
r5_final_inverse_map_complete_2026-08-31,0,0.7,0.1,AIME,0.0,1.0,11.817207696032133,6.074227087068964,0.0,1,0.9999999999999999,1.0,1.0,1.0,0.7934941804734252,0.5202933406455283,1.0,0.008976564026226857,0.09474473086260184,-0.14248388524755695,0.8270599426498582,0.09703779366700716,1.0,1.0,X ~= Y A^T,SVD normal-system solve,11.817207696032133,27.626560621699042,27.626560621699042,326.4688047936402,326.4688047936402,27.626560621699028,3.2646880479364016e-10,True,1.0,rms,10.0,1.0725148686377142,0.7834910241343404
r5_final_inverse_map_complete_2026-08-31,0,0.7,0.1,HuberAIME,0.0,1.0,11.663156881659981,4.8626124709693235,0.09703779366700716,5,0.9999999999999999,1.0,1.0,1.0,0.9853691983170197,0.5205699759315447,1.0,0.002795894383281709,0.052876217558385445,0.6441551279063107,0.9408188415842156,1.0,0.2176596186234225,1.0,X ~= Y A^T,SVD normal-system solve,11.663156881659981,25.864394341204566,25.864394341204566,301.6604888505875,301.6604888505875,25.864394341204576,3.0166048885058754e-10,True,0.9240834154946119,rms,10.0,1.0668161173801856,0.6868696595690248
r5_final_inverse_map_complete_2026-08-31,0,0.7,0.1,RidgeAIME,0.01,1.0,11.81329360272505,6.072412439888627,0.0,1,0.9999999999999999,1.0,1.0,1.0,0.7935091077146554,0.5202933406455283,1.0,0.008973756955154611,0.09472991584053377,-0.1421266178727112,0.8270833605416884,0.09703779366700716,1.0,1.0,X ~= Y A^T,SVD normal-system solve,11.817207696032133,27.626560621699042,27.636560621699022,326.4688047936402,326.4788047936401,27.636560621699022,3.264788047936401e-10,True,1.0,rms,10.0,1.0723709978734866,0.7833612612874006
r5_final_inverse_map_complete_2026-08-31,0,0.7,0.1,HuberRidgeAIME,0.01,1.0,11.659035798609208,4.86116568206702,0.09703779366700716,5,0.9999999999999999,1.0,1.0,1.0,0.985370325977232,0.5205699759315447,1.0,0.002795804005395373,0.052875362933935244,0.6441666306682159,0.9408203636147411,1.0,0.2176596066503395,1.0,X ~= Y A^T,SVD normal-system solve,11.663156921921896,25.86439421942614,25.87439421942615,301.66048847161665,301.67048847161664,25.874394219426133,3.016704884716167e-10,True,0.9240834143327704,rms,10.0,1.0666626357867883,0.6867404232924466
r5_final_inverse_map_complete_2026-08-31,0,0.95,0.0,ZeroOperator,0.01,1.0,,0.0,0.0,0,0.1,0.2,0.2,0.20000000000000004,,,0.0,0.036117248477660395,0.19004538531008952,-10.104537334088425,,,,,,,,,,,,,,,,,,,-300.0
r5_final_inverse_map_complete_2026-08-31,0,0.95,0.0,AIME,0.0,1.0,65.56063220781884,4.858759862280909,0.0,1,0.9999999999999999,1.0,1.0,1.0,0.9982101272101027,0.5205930288720461,1.0,0.0025104183908811173,0.05010407559152366,0.2281517579345962,0.9646204113217411,,,,X ~= Y A^T,SVD normal-system solve,65.56063220781884,4.9775806362845465,4.9775806362845465,326.333333380212,326.333333380212,4.977580636284554,3.2633333338021194e-10,True,1.0,rms,10.0,1.8166431328643449,0.6865254351684879
r5_final_inverse_map_complete_2026-08-31,0,0.95,0.0,HuberAIME,0.0,1.0,65.56063220781884,4.858759862280909,0.0,2,0.9999999999999999,1.0,1.0,1.0,0.9982101272101027,0.5205930288720461,1.0,0.0025104183908811173,0.05010407559152366,0.2281517579345962,0.9646204113217411,,,,X ~= Y A^T,SVD normal-system solve,65.56063220781884,4.9775806362845465,4.9775806362845465,326.333333380212,326.333333380212,4.977580636284554,3.2633333338021194e-10,True,1.0,rms,10.0,1.8166431328643449,0.6865254351684879
r5_final_inverse_map_complete_2026-08-31,0,0.95,0.0,RidgeAIME,0.01,1.0,65.43118942400046,4.853244828967214,0.0,1,0.9999999999999999,1.0,1.0,1.0,0.9982163052747463,0.5205930288720461,1.0,0.002510434179390769,0.0501042331484154,0.228146903630842,0.964620191716905,,,,X ~= Y A^T,SVD normal-system solve,65.56063220781884,4.9775806362845465,4.987580636284563,326.333333380212,326.343333380212,4.987580636284562,3.263433333802119e-10,True,1.0,rms,10.0,1.8157848150803424,0.6860322004822945
r5_final_inverse_map_complete_2026-08-31,0,0.95,0.0,HuberRidgeAIME,0.01,1.0,65.43118942400046,4.853244828967214,0.0,2,0.9999999999999999,1.0,1.0,1.0,0.9982163052747463,0.5205930288720461,1.0,0.002510434179390769,0.0501042331484154,0.228146903630842,0.964620191716905,,,,X ~= Y A^T,SVD normal-system solve,65.56063220781884,4.9775806362845465,4.987580636284563,326.333333380212,326.343333380212,4.987580636284562,3.263433333802119e-10,True,1.0,rms,10.0,1.8157848150803424,0.6860322004822945
r5_final_inverse_map_complete_2026-08-31,0,0.95,0.05,ZeroOperator,0.01,1.0,,0.0,0.0,0,0.1,0.3,0.3,0.3,,,0.0,0.032133416311834334,0.1792579602467749,-8.937456274067243,,0.056179775280898875,1.0,1.0,,,,,,,,,,,,,,,-300.0
r5_final_inverse_map_complete_2026-08-31,0,0.95,0.05,AIME,0.0,1.0,63.25756224280081,9.596278876324943,0.0,1,0.40794536984754376,0.4,0.4,0.4000000000000001,0.512239533520908,0.40294234702333637,0.8333333333333334,0.0076353617203591,0.08738055687828443,-1.3612824884981554,0.8852636537523613,0.056179775280898875,1.0,1.0,X ~= Y A^T,SVD normal-system solve,63.25756224280081,5.158987794315733,5.158987794315733,326.3449915087771,326.3449915087771,5.158987794315717,3.2634499150877706e-10,True,1.0,rms,10.0,1.8011124514921413,0.9821028604597356
r5_final_inverse_map_complete_2026-08-31,0,0.95,0.05,HuberAIME,0.0,1.0,63.18832019900851,5.1336618621440095,0.056179775280898875,6,0.9999999999999999,1.0,1.0,1.0,0.9394149197589488,0.5205699759315447,0.9666666666666667,0.002741735217824416,0.05236158150614261,0.15210155130109682,0.9564049757284481,1.0,0.2116315739349743,1.0,X ~= Y A^T,SVD normal-system solve,63.18832019900851,4.935923261753496,4.935923261753496,311.8926995414144,311.8926995414144,4.9359232617534845,3.118926995414142e-10,True,0.955709638985111,rms,10.0,1.8006368102144688,0.7104272596916402
r5_final_inverse_map_complete_2026-08-31,0,0.95,0.05,RidgeAIME,0.01,1.0,63.13711784494145,9.580026186150262,0.0,1,0.40794536984754376,0.4,0.4,0.4000000000000001,0.512468954657257,0.40294234702333637,0.8333333333333334,0.007622430673402032,0.08730653282201757,-1.3572834828379188,0.8854225055374788,0.056179775280898875,1.0,1.0,X ~= Y A^T,SVD normal-system solve,63.25756224280081,5.158987794315733,5.168987794315743,326.3449915087771,326.35499150877706,5.1689877943157,3.2635499150877704e-10,True,1.0,rms,10.0,1.8002847528395833,0.9813666961855401
r5_final_inverse_map_complete_2026-08-31,0,0.95,0.05,HuberRidgeAIME,0.01,1.0,63.06258426033801,5.1268136791950525,0.056179775280898875,6,0.9999999999999999,1.0,1.0,1.0,0.9394809252299063,0.5205699759315447,0.9666666666666667,0.002741139922659099,0.052355896732451244,0.15228564998572136,0.9564141150919855,1.0,0.2116312654592697,1.0,X ~= Y A^T,SVD normal-system solve,63.18832078960396,4.935923126144072,4.945923126144097,311.8926938876164,311.90269388761646,4.9459231261440895,3.1190269388761644e-10,True,0.9557096216550152,rms,10.0,1.7997717638588908,0.7098475344156646
r5_final_inverse_map_complete_2026-08-31,0,0.95,0.1,ZeroOperator,0.01,1.0,,0.0,0.0,0,0.1,0.0,0.0,0.0,,,0.0,0.02318487705930286,0.1522658105396706,-5.773040325914421,,0.10112359550561797,1.0,1.0,,,,,,,,,,,,,,,-300.0
r5_final_inverse_map_complete_2026-08-31,0,0.95,0.1,AIME,0.0,1.0,66.04826433375452,11.998209846169905,0.0,1,0.272864243244678,0.2,0.2,0.20000000000000004,0.41451405475631425,0.3278819727508961,0.8333333333333334,0.011788759057530893,0.1085760519522187,-2.4438716360200736,0.7836293217131128,0.10112359550561797,1.0,1.0,X ~= Y A^T,SVD normal-system solve,66.04826433375452,4.940955951938287,4.940955951938287,326.3415647750577,326.3415647750577,4.9409559519382835,3.2634156477505756e-10,True,1.0,rms,10.0,1.8198614093816272,1.0791164533871227
r5_final_inverse_map_complete_2026-08-31,0,0.95,0.1,HuberAIME,0.0,1.0,66.73718030956766,5.295826449003939,0.10112359550561797,5,0.9999999999999999,1.0,1.0,1.0,0.9059318839193803,0.520523870050542,0.9333333333333333,0.0028753588092052997,0.053622372282521216,0.1600161986450339,0.9361253899327581,0.9999999999999998,0.20468639408562625,1.0,X ~= Y A^T,SVD normal-system solve,66.73718030956766,4.496686492276448,4.496686492276448,300.0961772306506,300.0961772306506,4.496686492276398,3.000961772306506e-10,True,0.9195750286154004,rms,10.0,1.824367853474533,0.7239337442800334
r5_final_inverse_map_complete_2026-08-31,0,0.95,0.1,RidgeAIME,0.01,1.0,65.91687907206851,11.976352537366804,0.0,1,0.272864243244678,0.2,0.2,0.20000000000000004,0.4146741071256915,0.3278819727508961,0.8333333333333334,0.01176315829345019,0.10845809464235572,-2.436392838222298,0.7839381692035263,0.10112359550561797,1.0,1.0,X ~= Y A^T,SVD normal-system solve,66.04826433375452,4.940955951938287,4.950955951938345,326.3415647750577,326.3515647750577,4.950955951938303,3.2635156477505765e-10,True,1.0,rms,10.0,1.8189966368889188,1.0783245714682321
r5_final_inverse_map_complete_2026-08-31,0,0.95,0.1,HuberRidgeAIME,0.01,1.0,66.59131611183268,5.287392302633713,0.10112359550561797,5,0.9999999999999999,1.0,1.0,1.0,0.9060279686749574,0.520523870050542,0.9333333333333333,0.002874216265663237,0.0536117176153053,0.1603499719691155,0.936148337416189,0.9999999999999998,0.20468619554007284,1.0,X ~= Y A^T,SVD normal-system solve,66.73718200513505,4.496686279900853,4.506686279900852,300.0961706817369,300.1061706817369,4.506686279900874,3.001061706817369e-10,True,0.9195750085377602,rms,10.0,1.8234175983804273,0.7232415344543541
r5_final_inverse_map_complete_2026-08-31,1,0.0,0.0,ZeroOperator,0.01,1.0,,0.0,0.0,0,0.1,0.3,0.3,0.3,,,0.0,0.042146140378446904,0.20529525171919322,-2.015124795069761,,,,,,,,,,,,,,,,,,,-300.0
r5_final_inverse_map_complete_2026-08-31,1,0.0,0.0,AIME,0.0,1.0,4.524654226976424,4.853559322765562,0.0,1,0.9999999999999999,1.0,1.0,1.0,0.999875575834223,0.5205930288720461,1.0,0.002501608278383172,0.05001608019810401,0.8210355425199951,0.9698697922395756,,,,X ~= Y A^T,SVD normal-system solve,4.524654226976424,72.14057111016088,72.14057111016088,326.4111400100827,326.4111400100827,72.14057111016088,3.2641114001008274e-10,True,1.0,rms,10.0,0.6555853961260045,0.6860603421691212
r5_final_inverse_map_complete_2026-08-31,1,0.0,0.0,HuberAIME,0.0,1.0,4.524654226976424,4.853559322765562,0.0,2,0.9999999999999999,1.0,1.0,1.0,0.999875575834223,0.5205930288720461,1.0,0.002501608278383172,0.05001608019810401,0.8210355425199951,0.9698697922395756,,,,X ~= Y A^T,SVD normal-system solve,4.524654226976424,72.14057111016088,72.14057111016088,326.4111400100827,326.4111400100827,72.14057111016088,3.2641114001008274e-10,True,1.0,rms,10.0,0.6555853961260045,0.6860603421691212
r5_final_inverse_map_complete_2026-08-31,1,0.0,0.0,RidgeAIME,0.01,1.0,4.524165713278925,4.853085361897671,0.0,1,0.9999999999999999,1.0,1.0,1.0,0.9998755743583092,0.5205930288720461,1.0,0.002501591869726839,0.05001591616402562,0.8210367163913417,0.9698698884922606,,,,X ~= Y A^T,SVD normal-system solve,4.524654226976424,72.14057111016088,72.15057111016085,326.4111400100827,326.4211400100827,72.15057111016087,3.264211400100828e-10,True,1.0,rms,10.0,0.6555385040881996,0.6860179302757401
r5_final_inverse_map_complete_2026-08-31,1,0.0,0.0,HuberRidgeAIME,0.01,1.0,4.524165713278925,4.853085361897671,0.0,2,0.9999999999999999,1.0,1.0,1.0,0.9998755743583092,0.5205930288720461,1.0,0.002501591869726839,0.05001591616402562,0.8210367163913417,0.9698698884922606,,,,X ~= Y A^T,SVD normal-system solve,4.524654226976424,72.14057111016088,72.15057111016085,326.4111400100827,326.4211400100827,72.15057111016087,3.264211400100828e-10,True,1.0,rms,10.0,0.6555385040881996,0.6860179302757401
r5_final_inverse_map_complete_2026-08-31,1,0.0,0.05,ZeroOperator,0.01,1.0,,0.0,0.0,0,0.1,0.2,0.2,0.20000000000000004,,,0.0,0.04206766175873182,0.20510402667605485,-2.1485989380257973,,0.049029622063329927,1.0,1.0,,,,,,,,,,,,,,,-300.0
r5_final_inverse_map_complete_2026-08-31,1,0.0,0.05,AIME,0.0,1.0,4.647844416003752,5.226036819073569,0.0,1,0.9999999999999999,1.0,1.0,1.0,0.9276982388816376,0.5204086053480351,1.0,0.007024518796306675,0.08381240240147442,0.4742424109749188,0.9172888414941249,0.049029622063329927,1.0,1.0,X ~= Y A^T,SVD normal-system solve,4.647844416003752,70.21830659625748,70.21830659625748,326.3637642146548,326.3637642146548,70.21830659625746,3.2636376421465484e-10,True,1.0,rms,10.0,0.6672515818603397,0.718172465143345
r5_final_inverse_map_complete_2026-08-31,1,0.0,0.05,HuberAIME,0.0,1.0,4.59612171541944,4.855531863841399,0.049029622063329927,5,0.9999999999999999,1.0,1.0,1.0,0.9969203786815823,0.5205930288720461,1.0,0.0026785478674328177,0.051754689327951894,0.7995212327412116,0.9676405444176436,0.9999999999999999,0.19727543946678652,1.0,X ~= Y A^T,SVD normal-system solve,4.59612171541944,68.21500239484766,68.21500239484766,313.5244538243484,313.5244538243484,68.21500239484763,3.1352445382434837e-10,True,0.960642718176104,rms,10.0,0.6623915212423334,0.6862368084726886
